gene  z1         z2       z3          z4        z5          z6      z7        z8         z9        z10    z11         z12       z13       z14        z15      z16       z17      z18        z19        z20       z21     z22        z23       z24       z25      z26        z27       z28        z29      z30       z31      z32       z33       z34       z35       z36       z37       z38        z39       z40      z41       z42        z43      z44        z45      z46       z47      z48         z49       z50      z51       z52        z53       z54      z55        z56      z57        z58      z59       z60        z61      z62      z63              
 922   1.15139   0.77818   0.89623  -0.00181   0.13837   0.10841  -0.23743  -0.59403   0.04201   0.22650   0.76428   0.80493   0.32519   0.62669   0.78093   0.60941   1.77437   0.60584   0.63265   0.73465   0.86399   0.86399   1.02403   1.24696   1.25691   0.91725   1.02403   0.80493   0.70211   0.57667   0.55899   1.11755   1.34441   1.26240   1.28802   0.45685   0.91045   0.77818   0.97802   0.01504   0.94055   1.05260   1.03622   0.40496   0.38784   1.22087   1.31828   0.74799   0.68095   1.04560   0.05159   1.07955   0.61261   0.33586   0.07483   0.44894  -0.04416   0.64682  -0.47747   0.08723   0.40929   0.52724   0.11427
 923  -1.30067  -0.90436  -0.88661  -1.49545  -0.30615  -0.20727  -1.66104  -0.46952  -0.40940   0.00364  -0.24379  -0.49430   0.01079  -1.00745  -1.14917  -1.01390   0.02342  -0.26958  -0.26853  -0.74644  -0.45934   0.44427   0.01435  -0.30646  -0.30585  -0.54996  -0.59389  -0.94817  -0.71652  -0.79170  -1.28592  -0.93688  -0.73533  -1.55238   0.27292  -0.58735  -0.40134  -0.55875  -0.82508  -0.56704  -0.13302  -0.57332  -0.23105  -0.89111   0.03512   0.07218   0.02200   0.21071  -0.76014  -0.09723  -1.55143  -0.16305  -1.08531  -1.26425  -1.49143  -0.45516  -0.44442  -0.01878  -0.65923  -0.59376  -0.22728  -1.15012  -2.15373
 924  -0.31739   0.16233  -0.62708  -2.16282  -1.21251  -0.81667  -0.80520  -0.22728  -0.04704  -1.43464  -0.93433  -0.12659  -0.05943   0.97250   0.56130   0.57667  -1.20364   1.24156   1.08012   0.43725   0.75120   1.32903   0.88466   0.20327  -0.04364   0.45187   0.38325   0.45368  -0.02773   0.08015  -0.04306  -1.00389   0.60393   0.07017   0.33733   0.07218   0.53813  -0.50158  -1.37042  -0.68172  -0.18201  -0.03268  -0.05752   0.47661   0.55337   0.47440   1.25691   0.41009  -0.01796   0.21358  -0.53137   0.32577  -1.55025  -1.53110  -0.52391  -0.28456   0.21793  -1.88437  -1.44160  -0.39475  -0.42741  -0.36061  -0.82565
 925   0.15324   0.67008  -0.13938   0.23440  -0.19955  -0.04646   0.63358  -0.37637   0.14028  -0.50555  -0.10370   0.07418   0.04009   0.05586   0.79843   1.51340   0.54809   0.05150   0.13837   0.53441   1.26240   0.25688  -0.06444   0.46916   0.43725   1.13971   0.84801   0.94684   0.49048   0.97802   1.00635   0.40929   0.96124   0.57526  -0.04041  -0.08230   0.29073   0.11427   0.16003   0.02824   0.30498   0.30428   0.10890  -0.19268   0.11814   0.28277   0.02200   0.30649  -0.47651   0.50724   1.13971   0.05150   0.89839   0.80942   0.31244   0.65375  -0.36615  -0.24399   0.02888   0.38319   1.62902   0.30921  -0.19955
 926  -0.74570  -0.04119   0.17147   1.13636  -0.24137  -0.40332   0.06839   0.54049   0.13129  -1.78652  -0.24150   0.07017  -0.86359  -0.94830  -0.75227  -0.00783   0.16114  -0.73325  -0.78417  -1.16227   0.23171  -1.26302  -0.99682  -0.74202  -0.56704  -0.50924  -0.06444  -0.21785  -0.45934  -0.02568  -0.28296  -0.00291   0.06611  -0.53768  -0.51149  -1.38051  -0.67649  -0.70068   0.02824  -1.10203  -1.30416  -0.86608  -0.29323  -0.83023  -0.69345  -1.20681  -1.38051  -0.57875  -0.80129  -0.13889   0.87299  -0.21921   0.07483   0.42196  -0.97154  -0.15330  -1.18720  -1.71300  -0.49585  -0.69245   0.00752   0.02523  -1.58348
 927  -0.14434  -0.73585  -0.30585  -1.06018  -0.51417  -0.04134  -0.77620  -0.48898  -1.03269  -0.75897  -0.59457  -0.43611  -0.65691  -0.53606   0.02523  -0.12279  -0.03268  -0.21685  -0.16765  -0.40377  -0.39981  -0.18827  -0.78133  -0.94212  -0.86465  -0.44816   0.03773  -0.04895  -0.74782  -0.25373  -0.56687  -0.88831  -0.75758  -0.29109   0.25773  -0.62540  -0.54542  -0.40332  -0.75131   0.21071  -0.78417  -0.98994  -0.44442   0.15324  -0.38489  -0.05752  -0.42304  -0.24942  -0.57483  -1.21041  -0.71693  -0.53828  -0.45201  -0.19050  -1.00978  -0.79874  -0.27358  -0.17031  -0.93905  -0.33813  -0.84491  -0.42098  -1.50713
 928  -2.36322  -1.79249  -1.94456  -1.18794  -1.32351  -2.26678  -2.21598  -1.87146  -2.54289  -2.29960  -2.04950  -1.91770  -1.36453  -1.27075  -2.07864  -2.10046  -2.27594  -1.79040  -1.84643  -1.50713  -2.16282  -1.79639  -1.14437  -1.97006  -1.39091  -0.89392  -1.07690  -1.99997  -2.17244  -2.07864  -2.04026  -2.25384  -2.55643  -2.42709  -2.21598  -1.94317  -2.69489  -1.43077  -1.56334  -2.53271  -2.75673  -1.82697  -1.14618  -1.60728  -2.49200  -1.21335  -2.83446  -2.70906  -3.04638  -1.24862  -2.35874  -2.05183  -2.59837  -2.37199  -1.66920  -0.93905  -2.16631  -2.00551  -1.91770  -1.25544  -1.70034  -2.70530  -2.36769
 929  -0.27880   0.96124   0.82057   0.81702  -0.63281  -1.42151  -0.92420  -0.99682  -0.99927  -0.95842  -1.20681  -1.18254  -1.03170  -0.21400   0.11015   0.11978   0.24467   0.22833   0.19404  -0.17459   0.71957   0.28856  -0.21785  -0.95842  -1.03967  -0.68687  -1.03890  -0.43765  -0.18351  -0.06444  -0.24942   0.15982   0.32624   0.08567  -0.41885  -0.34566  -0.46793  -0.87816  -1.26603  -0.77143  -0.60496  -0.43140  -0.57076  -0.55321  -1.10369  -0.09212   0.83781  -0.39260  -1.05564  -0.83081   1.78636  -0.65191   0.87299   0.67394   0.33182   0.99654  -0.76949  -1.52580  -2.00551  -1.33332   1.80723   0.77818  -0.16517
 930   0.24039  -0.60496   1.03048  -0.32635   0.12813   0.39376   0.21358   0.49402   0.00985   0.55566   0.91994   0.33182   0.57667   0.01395  -0.57403  -1.43843  -0.26143  -0.21921  -0.19784  -0.33666  -1.28538  -0.16311   0.61261  -0.26319  -0.38529  -1.08672  -0.47185  -1.00978  -0.39193  -0.87001  -1.82511  -1.25492   0.39376  -0.28842   0.22638  -0.91742   0.71405  -0.36205  -0.63027  -0.80218  -0.44223  -1.08694  -0.89111  -0.00713   0.31218  -0.18351   0.98492  -0.34878  -0.53837   0.45771  -0.58951   0.10841   0.02888  -0.65518   0.54049   0.33993   0.14988   0.65641   0.54014  -0.50812   0.27945   0.09948  -1.21335
 931  -1.28538  -1.01390  -1.26196  -1.65189  -1.01570  -1.86498  -2.31218  -1.78652  -0.61462   0.24936  -0.58762  -0.93128  -1.50250  -0.61953  -2.12780  -2.06791  -1.30260  -1.99997  -1.95582  -1.37042  -1.96684  -1.47491  -0.87529  -1.18254  -1.87831  -1.87635  -1.70761  -1.90819  -1.96362  -2.21276  -2.48292  -2.00551  -0.79374  -1.82697  -0.54266  -0.43580   0.17513  -1.61910  -1.12856  -0.88370  -0.86016  -0.63696  -1.11171  -1.06205  -2.21598  -1.96612  -0.95842  -1.51074  -1.66499  -1.58312  -1.94387  -1.44128  -1.74326  -0.66797  -0.80442  -1.18254  -0.82932  -0.64731  -1.13983  -0.16164  -2.03949  -1.19982  -0.43086
 932  -0.91729  -1.06495  -1.15757  -0.93879  -1.67505  -1.23040  -1.90063  -0.57208  -0.55043  -1.46990  -0.83218  -0.96207  -0.43032  -0.43611  -1.19221  -1.94527  -1.24419  -1.02946  -0.98177  -0.82806  -1.17151  -1.52580  -1.00335   0.33524  -1.36004  -0.03268  -0.20102  -0.91742  -0.91955  -1.01680  -1.10293  -2.31371  -0.97763  -2.17772  -1.17782  -0.84410  -0.76143  -2.07864  -1.80319  -1.34910  -1.33237  -1.32859  -0.97578  -1.08022  -1.57249  -1.10369  -0.87121  -1.43980  -1.53110  -1.57058  -1.90348  -1.21117  -1.59586  -2.50168  -1.29135  -2.37950  -0.92621  -1.58312  -1.89546   1.16888  -2.00217  -1.37833  -1.78251
 933  -0.69375   0.02469  -1.56022  -1.86336   0.45031  -0.07626  -0.54331  -0.80352  -1.93621   0.73280  -2.18927  -0.15385  -1.72486  -0.70068  -0.62708  -0.16765  -0.66972  -2.08506  -2.14730  -0.45610  -1.03177  -1.42962  -1.49757  -1.74326  -1.83651  -2.09557  -1.15860  -2.37679  -1.17782  -2.48956  -2.04873   0.14028  -0.80352   0.14988  -1.27862   0.47440  -0.94817   1.15139   0.50724   0.55732   0.32201   0.71957  -1.78950   0.26911  -0.52332  -1.08309  -1.82635   0.05159   0.44125  -0.64018   0.17235  -0.53188  -0.36061   0.53813   0.00050   0.30195   0.39797   0.16742   0.14988   0.64883  -0.79441  -1.11964  -0.16334
 934  -0.38449  -0.18201  -0.49585   0.10890  -1.06466  -1.15106  -1.21520  -0.69015  -0.45934  -1.21335  -0.81667  -0.97379  -0.83351  -1.22639  -0.83081  -0.61767  -0.47185  -1.16315  -1.14460  -0.96969  -1.03381  -2.35770  -1.75622  -0.54680  -0.99981  -0.45815  -0.19784  -0.31081  -0.76949  -0.36464  -0.94353  -0.70720  -0.72888  -0.98940  -0.85228  -0.33996  -0.88916  -1.09379  -1.18777  -0.76293  -0.97803  -0.48695  -0.45697  -0.56704  -0.37579  -2.36769  -0.98886  -0.57261   0.11060  -0.30646  -0.07569  -0.18827  -0.42358  -0.39616   0.03956  -0.75503  -0.42798  -0.72175  -1.18785  -0.95711  -0.30585  -0.78686  -0.86846
 935  -0.89686  -0.99764  -1.81218  -2.23507  -0.87037  -0.81165  -0.92130  -1.78355  -1.49723  -0.56704  -0.62232  -1.47666  -0.35511   0.67008  -0.49151  -0.62213   0.24310   0.46175   0.49048  -0.13159  -0.69746  -0.10115   0.15961   0.20559   0.01153  -0.40377   0.36068   0.02469  -0.11116  -0.58861  -0.45146  -0.25174  -0.46049  -0.02158  -0.11116   0.18103   0.09948  -0.17769  -0.11980  -0.05784  -0.62195  -0.10115   0.29356  -0.62521  -0.10976   0.46972   0.42104  -0.46164  -1.04017  -0.51584  -0.50904  -0.37753  -0.14434  -1.04251  -1.21689  -0.56458  -0.13373  -0.91056  -0.78417  -0.27807  -1.42962   0.10841  -0.51266
 936  -0.11929   0.47440   0.44263   0.53321  -0.61019   0.72209   0.75595   0.35283   0.84075  -0.00783   1.28420   0.39285   0.90438  -1.09677  -0.73210  -0.95192   0.26911  -1.08516  -1.08073   0.05737  -0.02922  -1.41511  -0.90981   0.63742   0.10188   0.28518   0.16205  -0.59566  -0.21921  -0.38655  -0.19681   0.51267  -1.07295  -0.77024  -0.03072   0.36068  -0.39705   0.17513   0.60862  -0.35775  -0.01954   0.29390  -0.10525   0.54809   0.18103  -0.57403  -0.45437  -0.23699  -0.02307  -0.39705  -0.20297  -0.12375   0.18220  -1.47666   0.73056  -0.83610   0.33461   0.25773   0.71606   0.28856   0.19235   0.68773   0.32977
 937   0.99870   0.84469   0.56693   0.16114  -0.99682  -0.12053   0.51371   0.26444   0.28728  -1.42027  -0.53239  -0.64731   0.44560   0.89019  -0.16925  -0.29989   1.47780   0.48091   0.46916   1.28420   0.28277   0.67864   0.94055   1.52188   1.72288   1.65391   1.08404   1.51340   1.52188   1.51594   1.30983   1.39936   0.92414   0.75120   1.24696   1.40660   1.50917   1.40819   1.35021   1.24696   1.37991   1.60881   1.14354   1.24156   0.39991   0.90438   0.47505   0.63451   1.53808   1.15139   0.97250   1.35021   0.11060   0.45187   1.02038  -0.16978   0.27475  -0.55949   0.36752  -0.11980   0.07849  -0.00824  -0.41961
 938  -1.37833  -1.22792  -1.00909  -1.07295  -1.09200  -1.34977  -0.87253  -0.75089  -0.73325  -1.51482  -1.09767  -1.15012  -1.77997  -1.96612  -2.20685  -2.05573  -0.12375  -1.54343  -1.60804  -1.22904  -1.07970  -2.07864  -1.66735  -0.29652  -0.81047  -1.45094  -1.16556  -0.91305  -1.37872  -1.43759  -0.88177  -0.92162  -1.55025  -2.05183  -1.10293  -0.93230  -1.53307  -1.08502  -0.69055  -1.15265  -1.30601  -0.83726  -0.87648  -0.61111  -1.44689  -2.33507  -1.61607  -1.21117  -0.89686  -1.47491  -1.11095  -1.29664  -1.26532  -2.34046  -0.73585  -1.79249  -0.92193  -1.27961  -1.50014  -1.42027  -1.42151  -1.43328  -1.09468
 939  -1.38530  -1.29135  -0.73200  -2.30915  -1.37219  -1.39534  -0.55243  -0.72929  -0.61675   0.38910  -0.54533  -0.60240  -0.76143  -0.04704  -2.16762  -1.75622  -0.77404  -0.23997  -0.23256  -0.76143  -1.75651  -0.41696  -0.55408  -0.04134  -0.41885  -0.47237  -0.58762  -1.00827  -1.66974  -1.19221  -1.26532  -0.74507  -0.58951  -1.18720  -0.53333  -0.56907  -0.14059  -0.76293   0.00364  -0.83645  -0.56907  -0.45610  -0.50924  -1.52786  -1.41511  -0.75503  -0.29296  -1.14618  -1.19419  -0.98994  -1.61910  -0.93905  -1.37595  -2.77179  -1.39191  -2.10046  -1.29664  -0.65105  -1.11658  -0.80722  -1.20514  -0.86353  -0.87816
 940  -1.58433  -1.72626  -1.97167  -1.89049  -2.05417  -2.48956  -1.29682  -2.06732  -1.61607  -2.36769  -2.01263  -2.12111  -2.16762  -1.00130  -0.95347  -0.93662  -1.87831  -1.65815  -1.67932  -1.75824  -1.59586  -1.04173  -0.83081  -0.93433  -0.89686  -0.70917  -1.19353  -1.03269  -0.46267  -1.48877  -0.04416  -0.24731  -1.21184  -1.59906  -1.87146  -1.21184  -1.68040  -1.87016  -1.53110  -1.10490  -1.62921  -1.45651  -2.04950  -2.43166  -1.74040  -1.58409  -1.49723  -1.58164  -1.26302  -1.08753  -0.28915  -1.89049  -0.56194  -1.16436  -1.74069  -1.42628  -2.34778  -0.40662  -2.17772  -1.23461  -1.68120  -1.75824  -1.88585
 941   0.08723   0.07418   0.47440  -0.42856  -0.66155   0.14605   0.41986   0.32201   0.06611   0.71606   0.22262  -0.06841   0.39797   0.27774  -1.25492  -1.09081   0.22932  -0.24379  -0.18435   0.19836  -0.13159  -0.05435   0.12301   0.03580  -0.32656   0.00752  -0.32635  -1.49344  -0.19511  -0.50883  -0.34221   0.76270  -0.30165  -1.17920   0.22686   0.14988   0.61621   0.19235   0.05373  -0.25174   0.33993   0.12301   0.03198   1.31828   0.17513   0.92195   0.23250   0.43311   0.55337   1.19803   0.08723   0.65375   0.20612   0.46656   1.31828   0.70211   0.57019   0.70828   0.71764   0.42752   0.00856   0.53441   0.60862
 942  -1.05902  -1.23753  -0.72640  -2.05573  -0.20028  -0.95024  -0.91442  -0.35155  -0.69345   0.14570  -0.67536  -1.22630  -0.97963  -1.20648  -1.47120  -1.58164   0.29356  -0.67649  -0.69065  -0.95024  -0.54266  -0.26247  -1.26319  -1.28917  -2.24162  -0.48305  -1.28321  -1.15012  -0.12483  -0.35511  -1.11658  -1.06018  -0.76970  -1.04527  -1.68416  -2.00907  -0.57786  -1.54109  -0.88953  -2.15546  -0.87529  -1.44520  -1.29408  -0.24558  -0.95809  -0.78318  -1.37358  -1.08450  -0.02491  -1.76843  -1.37279  -1.43948  -0.55208  -1.50419  -1.44160  -0.04103  -1.63088  -0.96005  -0.71693  -1.43548  -1.17272  -1.42234  -1.29408
 943   0.73465   0.66251   0.36752   0.32577   0.92195   0.33286   0.47661   0.67394   0.50540   0.71764   0.50724   0.28518   0.86800   1.19803   0.21358   0.33182   0.84970   0.84970   0.92925   1.01144   0.38001   0.61261   0.75595   1.32903   0.66086   0.85660   0.92925   1.04297   0.67144   0.91994   1.21795   0.52724   0.55224   0.67684   0.86800   0.60393   1.09731   0.07017   0.84075   0.67684   0.66086   0.70658   1.10915   0.72209   0.58336   1.10270   1.18493   0.65375   0.36752   0.68509  -0.02922   0.79843   0.36068   0.22174   0.28277   0.56452   0.22650   0.73280   0.29999   0.33993   0.65375   0.31244   0.21793
 944  -0.80352  -0.38317  -0.49758   0.14605  -0.55949  -0.79457   0.10188  -0.58870  -0.76078  -0.94212  -0.74570  -0.70068  -0.84119  -1.54695  -0.64483  -0.75131  -0.58951  -1.68849  -1.78652  -2.03604  -0.91892  -1.62782  -1.52305  -0.81126  -1.12501  -1.07149  -0.68866  -1.15932  -0.90696  -0.38529  -0.66121  -1.29135  -1.38669  -1.25544  -1.30416  -1.49723  -1.37595  -1.02262  -1.41305  -0.86846  -0.89882  -1.06466  -1.23676  -1.54883  -1.70761  -2.07088  -1.71203  -1.43801  -0.66631  -0.99981   0.10841  -1.56502  -0.25968  -0.10187  -0.65605  -0.31081  -1.13088  -1.61002  -1.06205  -0.73481  -0.82806  -1.45651  -1.34842
 945   0.80493   0.41009   0.14988   0.87299   1.18493   0.73280   0.35094   0.72209   0.99413  -0.11116   0.39991   0.38942   0.15946  -0.68687   0.47440   0.83781   0.94684   0.09780   0.13129   0.07483   0.52724  -0.40940  -0.39705  -0.41680  -0.44512  -0.38935  -1.00049   0.04009  -0.27807   0.04960   0.60524   1.04297   0.36752   0.70658   0.18706   0.44894  -0.31739  -0.12279   0.01153   0.38233  -0.24731  -0.00456   0.65690   0.02059  -0.19955  -0.50195  -0.25096   0.14795  -0.55766  -0.35932   0.71606  -0.51366   0.94055   0.78828   0.07302   0.57667   0.08723  -0.30585  -0.03843   0.95231   0.81153  -0.40835  -0.18890
 946  -2.73107  -2.42454  -2.65859  -2.75673  -1.73048  -2.53524  -1.90063  -1.58520  -2.18927  -2.87915  -2.48654  -2.56973  -1.68497  -2.19555  -3.26493  -2.80017  -2.21598  -2.59971  -2.65859  -2.17025  -2.29536  -3.10125  -3.26493  -2.74656  -2.64234  -2.49502  -2.37679  -2.35874  -2.17684  -1.96684  -1.87016  -0.90622  -1.51482  -0.93905  -2.75164  -2.83446  -1.78682  -2.37679   0.34146  -0.90375  -2.07704  -3.26493  -2.62589  -2.08506  -2.08626  -2.73107  -2.64802  -2.13200  -2.36769  -3.63062  -2.96619  -2.96619  -3.26493  -2.64802  -1.85439  -2.17905  -0.66204  -1.98601  -2.40351  -1.96612  -1.96898  -1.71535  -1.48988
 947  -1.18777  -0.39364  -1.21335  -1.43464  -0.01588  -1.73217  -0.62353  -1.65815  -1.63177  -0.75089  -1.85439  -1.00335  -1.11095  -0.32535  -0.97963  -0.42798  -0.78318  -1.16556  -1.13647  -1.55975  -1.01108  -1.05816  -0.43850  -1.65566  -1.49835  -1.52683  -1.02110  -1.37654  -2.46882  -0.75619  -0.95153  -0.98792  -1.13460  -1.21605  -1.48933  -1.61683  -1.66025  -1.19534  -1.68849  -1.36669  -1.35577  -1.23745  -1.91157  -1.99445  -1.36669  -2.11279  -0.99142  -1.32238  -1.13787  -1.62999  -0.88916  -1.59537  -1.22469  -0.96890  -1.00827  -1.18777  -1.49835  -1.46685  -1.37912  -0.79142  -1.67159  -1.61910  -1.58520
 948   0.48261   0.68509   0.54014  -0.19511   0.14080   0.66251   0.31787   0.46916   0.52378   0.13514   0.59650   0.07404   0.58336  -0.35226   0.30498   0.66086   1.85880  -0.25994  -0.22402   0.17404   0.55566  -0.03698  -0.25084   0.16178   0.96386   0.47440   0.13632   0.91045   0.72880   0.64682   0.57526   0.41706   0.00856   0.37833   0.40929   0.22606   0.67394   0.16003   0.53813   0.32624   0.84469   0.76270   0.53321  -0.28330   0.02059  -0.37637   0.29073   0.20327   0.51498   0.26444  -0.31081   0.57526   0.67008  -0.41680   0.02342  -0.29266   0.19235   0.30921   0.55337  -0.26723   0.29356  -0.02589  -0.02414
 949   0.72209   0.55224   0.22174   0.57129  -0.21785   0.00752   0.90725   0.50540   0.77489  -0.07569   0.28160   0.40929  -0.08534   0.67144   0.74089   1.11388   0.23748   0.96386   0.83064   0.61718   0.59928   0.78015   1.00635   0.04583  -0.17769   0.50724   0.50958   0.52203   0.37329   0.47038   0.32624   0.50958   0.73280   0.59438   0.72880   0.74089   0.58185   0.75224   0.39285   0.94055   1.00635   1.23211   0.79405   0.88031   0.04488   0.28518   1.09335   0.01779   0.89623   0.77818   0.52378   1.10915   0.55075   0.71957   0.34716   0.92925  -0.08730   0.12301  -0.16925   0.19404  -0.12812  -0.41847  -0.34496
 950  -0.29323  -0.26247  -0.16164  -0.44161   0.00538   0.01469  -0.71652  -0.20028  -0.92773  -0.61111  -0.19075  -0.53606  -0.51366  -0.36061  -0.71417  -0.65788   0.60941   0.12301   0.10728  -0.35155  -0.22189   0.10616  -0.23750  -0.68866  -0.25968   0.07876  -0.34066   0.06716   0.00568  -0.35226  -0.54533  -0.74782   0.02396  -0.04335  -0.38089  -0.87121   0.09780  -0.86798  -0.54266  -0.85580  -0.42251  -0.52391   1.05260  -0.29666  -0.62952  -0.17031  -0.19432  -0.67129  -0.28296  -0.55139  -1.08354  -0.48200  -0.34186  -0.86359  -0.94637  -0.92420  -0.28184   0.03445  -0.86846  -1.34266  -0.19171  -0.48305  -0.85673
 951   1.09400   0.92414   1.10270   1.09335   1.26240   1.57246   0.97802   1.51594   1.24490   0.94684   1.57246   1.71949   1.50917   0.66251   1.14354   0.30428   0.39133   0.91994   0.88466   0.95231   1.12738   1.08404   1.04560  -0.15385  -0.01954  -0.25897  -0.85480  -0.26449  -0.37877  -0.93369  -0.82806   0.82057   0.58336   0.49716   1.86249   0.91045   1.32903   1.65391   1.58041   0.65760   1.24696   1.28420   1.18493   0.65690   0.65760   0.72209   0.78093   0.60862   1.03895  -0.28456  -0.82485   0.59650  -0.07569  -0.41612  -0.70512  -0.22402   0.95231   0.35106   0.51474   0.55566   0.46656   0.66251  -1.06018
 952   0.77489  -1.25422   0.58545   0.44693  -0.26794   0.84469  -0.24705   0.63943   0.13632   0.51498  -0.04134  -0.32227  -0.40760  -1.15773  -0.78318  -1.25422  -0.29558  -0.96509  -0.98792  -1.47251  -0.91955  -1.29938  -0.92162  -0.74708  -0.51149  -0.83645  -1.22078  -0.97657  -1.00676  -0.73585  -0.73267  -1.13244   0.14570  -1.07712  -0.37477  -1.26337   0.46916  -1.04784  -1.35035  -1.15757  -1.00909  -0.55600  -1.26302  -1.76317  -1.21689  -0.99872  -0.37172  -1.29208  -2.04026  -1.33989  -1.26603  -1.03861  -0.19681  -0.00773  -0.73481  -0.60249   0.33733  -0.12483  -0.04134  -0.52037   1.24345  -0.05784  -0.99216
 953  -0.81667  -0.93299  -1.08502  -1.99262  -1.60728  -1.50915  -0.67531  -0.60767  -0.79779  -1.43192  -1.03861  -1.55049  -0.91417  -1.59993   0.14570  -0.24705  -0.86016  -1.07295  -1.09558  -1.91770  -0.09426  -1.23615  -1.79639  -0.91056  -1.10490  -0.54043  -0.48853  -0.33785  -0.61111  -0.30585  -0.12735  -0.02568  -1.03269  -0.69405  -0.93230  -0.88177  -1.22010  -0.16706  -1.43192  -0.71857  -0.54550  -1.01239  -0.96548  -0.31567  -0.33785  -2.01788  -1.46685  -1.21520  -0.91417  -1.03918  -0.40940  -1.39959  -0.83610   0.31824  -0.37579  -0.15677  -0.66885  -1.20314  -0.91417  -1.21184  -0.70189  -0.29989   0.19503
 954  -0.16517   0.47661   0.23393  -0.89392  -0.30165  -0.39031   0.37411  -0.29652  -0.10459   1.05906  -0.36399  -0.67531   0.01153  -0.43032  -0.18165  -0.28330  -0.98604  -0.29652  -0.28842  -1.06147  -0.93230  -0.49585  -0.55408  -0.14474  -0.57563  -1.05413  -0.87253  -0.86644  -0.00456  -0.59684  -0.56370  -0.94830  -1.14917  -0.79374  -0.65278  -0.83299  -0.81453  -0.51936  -1.61708  -0.84270  -0.62559  -0.78318  -0.72640  -0.40115  -0.28669  -0.55139  -0.34422  -0.94142  -0.93771  -0.90820  -1.49668  -0.74745  -0.30897   0.06353   0.94684   0.12646   0.19058   0.16178  -0.11980  -0.82508  -0.32435   0.37046  -0.64379
